review_id,app_name,category,rating,review_date,user_id
46,FitLogger,Health & Fitness,3,2022-12-29,user_02801
47,QuickScan,Tools,1,2022-06-30,user_05340
48,QuickScan,Tools,3,2022-04-05,user_05263
49,MoneyTrack,Finance,3,2022-10-18,user_01354
50,MusicBox,Entertainment,3,2022-05-19,user_06700
51,VoiceLink,Communication,4,2022-02-28,user_07802
52,MoneyTrack,Finance,1,2022-11-07,user_04159
53,StepCounter,Health & Fitness,1,2022-06-01,user_05792
54,FitLogger,Health & Fitness,1,2022-08-24,user_06793
55,PriceAlert,Shopping,1,2022-01-06,user_04567
56,QuizMaster,Education,5,2022-08-28,user_01878
57,GroupChat,Communication,5,2022-06-18,user_03898
58,PriceAlert,Shopping,3,2022-12-08,user_05110
59,NoteSync,Productivity,3,2022-02-26,user_07117
60,CartQuick,Shopping,5,2022-10-03,user_03386
61,MusicBox,Entertainment,2,2022-06-18,user_01084
62,MoneyTrack,Finance,5,2022-05-03,user_03353
63,QuizMaster,Education,5,2022-01-18,user_02565
64,PriceAlert,Shopping,3,2022-12-09,user_05466
65,StepCounter,Health & Fitness,4,2022-08-24,user_03905
66,QuizMaster,Education,3,2022-07-27,user_04734
67,HotelFind,Travel,3,2022-05-20,user_06662
68,CleanUp Pro,Tools,5,2022-10-30,user_07854
69,PriceAlert,Shopping,2,2022-09-22,user_01351
70,Chatterbox,Social,5,2022-02-11,user_02754
71,NoteSync,Productivity,5,2022-10-02,user_00265
72,HotelFind,Travel,1,2022-02-07,user_06714
73,FlightAlert,Travel,1,2022-12-16,user_01529
74,StreamNow,Entertainment,1,2022-10-05,user_02056
75,StudyBot,Education,5,2022-02-09,user_05770
76,FlightAlert,Travel,2,2022-03-13,user_00631
77,QuizMaster,Education,2,2022-02-20,user_03885
78,MoneyTrack,Finance,4,2022-08-18,user_04157
79,GameHub,Entertainment,1,2022-05-19,user_00519
80,LearnFast,Education,5,2022-07-20,user_07321
81,MoneyTrack,Finance,5,2022-09-28,user_00573
82,StepCounter,Health & Fitness,5,2022-11-01,user_03577
83,FileMaster,Tools,1,2022-06-21,user_04351
84,FitLogger,Health & Fitness,5,2022-06-06,user_02692
85,HotelFind,Travel,5,2022-05-27,user_02483
86,GameHub,Entertainment,3,2022-09-26,user_05548
87,Chatterbox,Social,4,2022-04-09,user_04486
88,FocusMate,Productivity,3,2022-08-11,user_02550
89,FlightAlert,Travel,1,2022-03-31,user_00859
90,FileMaster,Tools,1,2022-03-07,user_02137
91,MoneyTrack,Finance,5,2022-12-03,user_00910
92,StepCounter,Health & Fitness,4,2022-10-08,user_06667
93,MealPlan,Health & Fitness,3,2022-05-19,user_05921
94,GameHub,Entertainment,5,2022-11-19,user_05518
95,FileMaster,Tools,3,2022-07-04,user_06464
96,StreamNow,Entertainment,5,2022-02-07,user_07499
97,VoiceLink,Communication,2,2022-03-13,user_04502
98,QuickScan,Tools,5,2022-05-06,user_05153
99,DealFinder,Shopping,5,2022-12-08,user_07436
100,CleanUp Pro,Tools,4,2022-02-10,user_04058
101,MusicBox,Entertainment,5,2022-06-15,user_01700
102,StudyBot,Education,3,2022-03-30,user_03298
103,Circlez,Social,5,2022-07-17,user_04965
104,CryptoWatch,Finance,3,2022-08-14,user_06742
105,PriceAlert,Shopping,5,2022-01-22,user_04003
106,LearnFast,Education,5,2022-09-02,user_05540
107,StreamNow,Entertainment,4,2022-09-29,user_07557
108,LearnFast,Education,5,2022-05-18,user_04342
109,FlightAlert,Travel,4,2022-06-22,user_06086
110,StepCounter,Health & Fitness,2,2022-08-05,user_02840
111,NoteSync,Productivity,2,2022-10-15,user_06212
112,CryptoWatch,Finance,5,2022-03-17,user_07499
113,Chatterbox,Social,4,2022-11-09,user_02227
114,MessengerX,Communication,5,2022-10-25,user_04596
115,DealFinder,Shopping,4,2022-03-17,user_06798
116,TripBuilder,Travel,5,2022-01-09,user_02534
117,MusicBox,Entertainment,5,2022-11-05,user_02012
118,MessengerX,Communication,1,2022-02-19,user_01089
119,CleanUp Pro,Tools,1,2022-06-26,user_00178
120,TaskFlow,Productivity,4,2022-09-15,user_04551
121,SnapFeed,Social,5,2022-07-28,user_04079
122,GameHub,Entertainment,5,2022-09-10,user_03721
123,Chatterbox,Social,1,2022-02-12,user_05637
124,CleanUp Pro,Tools,3,2022-06-09,user_07916
125,FileMaster,Tools,2,2022-12-16,user_02543
126,StudyBot,Education,2,2022-03-04,user_05171
127,VoiceLink,Communication,5,2022-08-04,user_05864
128,MealPlan,Health & Fitness,1,2022-07-18,user_00606
129,Circlez,Social,5,2022-05-30,user_02441
130,NoteSync,Productivity,3,2022-06-03,user_04306
131,BudgetPal,Finance,5,2022-12-10,user_01217
132,CartQuick,Shopping,5,2022-07-06,user_00606
133,DealFinder,Shopping,2,2022-06-23,user_06342
134,LearnFast,Education,5,2022-02-20,user_05651
135,GameHub,Entertainment,1,2022-03-12,user_07793
136,StudyBot,Education,5,2022-05-28,user_01068
137,DealFinder,Shopping,1,2022-08-24,user_00868
138,CryptoWatch,Finance,4,2022-06-13,user_02551
139,StreamNow,Entertainment,2,2022-03-25,user_02375
140,CartQuick,Shopping,5,2022-04-30,user_01406
141,LearnFast,Education,5,2022-06-11,user_07350
142,GameHub,Entertainment,5,2022-05-07,user_04494
143,DealFinder,Shopping,3,2022-02-20,user_06092
144,MealPlan,Health & Fitness,3,2022-07-28,user_05619
145,BudgetPal,Finance,1,2022-12-24,user_06520
146,QuickScan,Tools,5,2022-03-08,user_06920
147,NoteSync,Productivity,3,2022-12-13,user_04331
148,Circlez,Social,1,2022-07-08,user_03772
149,CartQuick,Shopping,5,2022-12-25,user_01389
150,MoneyTrack,Finance,4,2022-09-30,user_07040
151,GameHub,Entertainment,1,2022-10-07,user_01219
152,MessengerX,Communication,5,2022-03-07,user_07275
153,PriceAlert,Shopping,4,2022-08-14,user_03609
154,HotelFind,Travel,3,2022-06-08,user_00788
155,TaskFlow,Productivity,2,2022-06-24,user_05232
156,FitLogger,Health & Fitness,5,2022-09-08,user_06650
157,StreamNow,Entertainment,1,2022-07-20,user_03006
158,StreamNow,Entertainment,4,2022-08-03,user_04382
159,BudgetPal,Finance,3,2022-12-10,user_02981
160,FileMaster,Tools,5,2022-01-31,user_02394
161,LearnFast,Education,4,2022-09-06,user_06835
162,PriceAlert,Shopping,3,2022-11-12,user_04522
163,Chatterbox,Social,3,2022-03-19,user_06781
164,Circlez,Social,3,2022-07-06,user_01074
165,HotelFind,Travel,2,2022-01-28,user_04879
166,MusicBox,Entertainment,3,2022-06-14,user_03312
167,FocusMate,Productivity,3,2022-01-11,user_03201
168,SnapFeed,Social,1,2022-09-28,user_00052
169,StudyBot,Education,3,2022-05-24,user_01791
170,FileMaster,Tools,1,2022-12-27,user_07217
171,SnapFeed,Social,2,2022-07-01,user_04460
172,StepCounter,Health & Fitness,4,2022-02-21,user_03566
173,LearnFast,Education,5,2022-02-24,user_01272
174,DealFinder,Shopping,1,2022-03-08,user_00849
175,TripBuilder,Travel,1,2022-12-13,user_04229
176,MealPlan,Health & Fitness,4,2022-05-16,user_03083
177,QuickScan,Tools,2,2022-01-04,user_04448
178,GroupChat,Communication,3,2022-01-20,user_07496
179,MealPlan,Health & Fitness,1,2022-04-15,user_03019
180,GameHub,Entertainment,1,2022-06-09,user_05066
181,StudyBot,Education,4,2022-12-06,user_01276
182,Circlez,Social,3,2022-05-30,user_07211
183,TaskFlow,Productivity,4,2022-09-05,user_00911
184,FocusMate,Productivity,3,2022-06-16,user_05175
185,FocusMate,Productivity,5,2022-05-06,user_00385
186,LearnFast,Education,2,2022-01-08,user_02194
187,PriceAlert,Shopping,3,2022-09-18,user_00888
188,CleanUp Pro,Tools,3,2022-09-02,user_05190
189,HotelFind,Travel,5,2022-07-13,user_07274
190,FileMaster,Tools,4,2022-08-31,user_01512
191,DealFinder,Shopping,4,2022-09-21,user_06825
192,FitLogger,Health & Fitness,5,2022-09-14,user_04395
193,GroupChat,Communication,2,2022-11-24,user_02300
194,CleanUp Pro,Tools,4,2022-04-20,user_07223
195,MealPlan,Health & Fitness,5,2022-02-19,user_03110
196,MessengerX,Communication,3,2022-01-29,user_06965
197,TaskFlow,Productivity,4,2022-11-09,user_07704
198,TripBuilder,Travel,3,2022-12-22,user_05710
199,StudyBot,Education,5,2022-10-07,user_02520
200,SnapFeed,Social,1,2022-04-30,user_00543
201,SnapFeed,Social,3,2022-06-15,user_06039
202,HotelFind,Travel,4,2022-05-25,user_00380
203,FitLogger,Health & Fitness,2,2022-07-05,user_04286
204,MessengerX,Communication,1,2022-06-29,user_03621
205,CleanUp Pro,Tools,5,2022-11-08,user_05444
206,DealFinder,Shopping,1,2022-01-14,user_04484
207,MealPlan,Health & Fitness,3,2022-08-19,user_05108
208,StepCounter,Health & Fitness,3,2022-04-26,user_02421
209,MealPlan,Health & Fitness,2,2022-11-16,user_04485
210,SnapFeed,Social,3,2022-07-30,user_01292
211,CryptoWatch,Finance,3,2022-12-03,user_04631
212,QuizMaster,Education,3,2022-08-10,user_02549
213,StepCounter,Health & Fitness,4,2022-09-04,user_06052
214,FocusMate,Productivity,1,2022-01-24,user_05598
215,QuizMaster,Education,5,2022-08-29,user_06827
216,MessengerX,Communication,4,2022-06-19,user_01213
217,QuickScan,Tools,1,2022-07-16,user_04216
218,CleanUp Pro,Tools,4,2022-05-13,user_01439
219,QuickScan,Tools,3,2022-02-27,user_00380
220,SnapFeed,Social,4,2022-09-27,user_06051
221,DealFinder,Shopping,5,2022-07-30,user_00787
222,VoiceLink,Communication,5,2022-02-26,user_07065
223,CryptoWatch,Finance,1,2022-01-27,user_04749
224,FlightAlert,Travel,5,2022-04-29,user_01457
225,TripBuilder,Travel,3,2022-07-29,user_06552
226,QuizMaster,Education,1,2022-03-01,user_03439
227,CleanUp Pro,Tools,3,2022-10-25,user_06329
228,StudyBot,Education,5,2022-03-13,user_03517
229,HotelFind,Travel,3,2022-03-07,user_00554
230,PriceAlert,Shopping,3,2022-01-15,user_05228
231,MoneyTrack,Finance,1,2022-01-27,user_02316
232,QuizMaster,Education,5,2022-05-06,user_05170
233,PriceAlert,Shopping,4,2022-07-02,user_02476
234,MusicBox,Entertainment,5,2022-01-03,user_02662
235,TripBuilder,Travel,1,2022-01-26,user_01954
236,GameHub,Entertainment,1,2022-07-26,user_03680
237,QuickScan,Tools,4,2022-10-16,user_01549
238,MealPlan,Health & Fitness,3,2022-01-25,user_05783
239,HotelFind,Travel,1,2022-06-30,user_03978
240,LearnFast,Education,3,2022-02-13,user_00026
241,MoneyTrack,Finance,2,2022-09-01,user_05788
242,FitLogger,Health & Fitness,2,2022-12-03,user_00663
243,BudgetPal,Finance,1,2022-01-19,user_00932
244,MessengerX,Communication,5,2022-02-11,user_01962
245,QuizMaster,Education,2,2022-03-10,user_02980
246,FitLogger,Health & Fitness,1,2022-09-24,user_04418
247,StepCounter,Health & Fitness,2,2022-08-09,user_07843
248,VoiceLink,Communication,5,2022-04-02,user_01375
249,NoteSync,Productivity,5,2022-10-14,user_06153
250,QuickScan,Tools,5,2022-05-14,user_03567
251,SnapFeed,Social,2,2022-12-09,user_01702
252,FocusMate,Productivity,5,2022-10-26,user_01894
253,MusicBox,Entertainment,4,2022-11-02,user_00419
254,CleanUp Pro,Tools,5,2022-03-29,user_00259
255,StreamNow,Entertainment,4,2022-07-14,user_04070
256,TripBuilder,Travel,2,2022-06-21,user_01825
257,FlightAlert,Travel,2,2022-03-17,user_07116
258,Circlez,Social,2,2022-05-21,user_07178
259,QuizMaster,Education,2,2022-03-29,user_03928
260,FitLogger,Health & Fitness,3,2022-08-01,user_00586
261,StreamNow,Entertainment,1,2022-07-23,user_07967
262,DealFinder,Shopping,4,2022-07-09,user_03809
263,GameHub,Entertainment,1,2022-07-06,user_04472
264,StepCounter,Health & Fitness,5,2022-01-30,user_07497
265,TaskFlow,Productivity,4,2022-08-11,user_04769
266,TaskFlow,Productivity,1,2022-06-27,user_02779
267,FlightAlert,Travel,5,2022-01-17,user_02051
268,SnapFeed,Social,1,2022-05-23,user_00838
269,FocusMate,Productivity,5,2022-09-20,user_04851
270,LearnFast,Education,2,2022-01-29,user_03007
271,Circlez,Social,3,2022-06-26,user_00528
272,FitLogger,Health & Fitness,5,2022-10-24,user_03465
273,FileMaster,Tools,5,2022-08-28,user_06582
274,LearnFast,Education,5,2022-04-18,user_07212
275,FocusMate,Productivity,3,2022-08-20,user_02224
276,Circlez,Social,1,2022-12-25,user_06201
277,GameHub,Entertainment,2,2022-11-02,user_06972
278,Circlez,Social,2,2022-03-05,user_05196
279,TaskFlow,Productivity,5,2022-11-11,user_07554
280,HotelFind,Travel,5,2022-02-19,user_02742
281,VoiceLink,Communication,1,2022-03-07,user_06181
282,CleanUp Pro,Tools,2,2022-06-04,user_06959
283,QuickScan,Tools,1,2022-01-27,user_06875
284,QuickScan,Tools,2,2022-12-24,user_03664
285,GameHub,Entertainment,5,2022-05-31,user_05171
286,GroupChat,Communication,2,2022-04-25,user_07215
287,FlightAlert,Travel,2,2022-09-08,user_04986
288,NoteSync,Productivity,2,2022-01-09,user_06444
289,NoteSync,Productivity,3,2022-12-20,user_01441
290,QuizMaster,Education,4,2022-07-30,user_05948
291,BudgetPal,Finance,4,2022-09-04,user_01672
292,FileMaster,Tools,4,2022-12-16,user_02038
293,MusicBox,Entertainment,5,2022-12-19,user_00846
294,NoteSync,Productivity,5,2022-03-10,user_06282
295,StreamNow,Entertainment,5,2022-12-04,user_07899
296,CartQuick,Shopping,5,2022-04-26,user_04108
297,MealPlan,Health & Fitness,1,2022-04-08,user_03607
298,GroupChat,Communication,1,2022-01-11,user_06571
299,FlightAlert,Travel,2,2022-09-19,user_03504
300,Chatterbox,Social,2,2022-02-20,user_00184
301,BudgetPal,Finance,2,2022-12-18,user_04779
302,StudyBot,Education,3,2022-10-29,user_07762
303,CartQuick,Shopping,5,2022-08-12,user_02970
304,BudgetPal,Finance,5,2022-06-07,user_02500
305,GroupChat,Communication,1,2022-02-28,user_04713
306,NoteSync,Productivity,4,2022-08-27,user_03819
307,NoteSync,Productivity,4,2022-12-22,user_05820
308,MoneyTrack,Finance,5,2022-08-25,user_02603
309,MealPlan,Health & Fitness,3,2022-08-27,user_02257
310,SnapFeed,Social,2,2022-07-30,user_07982
311,BudgetPal,Finance,4,2022-11-05,user_05533
312,FocusMate,Productivity,1,2022-12-07,user_05313
313,CartQuick,Shopping,4,2022-06-09,user_00157
314,LearnFast,Education,1,2022-03-06,user_04988
315,PriceAlert,Shopping,5,2022-06-08,user_06973
316,QuickScan,Tools,3,2022-10-16,user_05417
317,QuizMaster,Education,4,2022-12-01,user_07939
318,TaskFlow,Productivity,2,2022-09-04,user_00741
319,StreamNow,Entertainment,4,2022-03-09,user_03626
320,StreamNow,Entertainment,1,2022-05-19,user_05767
321,Chatterbox,Social,1,2022-05-03,user_03947
322,FlightAlert,Travel,5,2022-02-09,user_07196
323,QuickScan,Tools,4,2022-09-14,user_03743
324,MusicBox,Entertainment,5,2022-07-20,user_06353
325,LearnFast,Education,5,2022-07-01,user_06984
326,TaskFlow,Productivity,3,2022-07-04,user_01301
327,FitLogger,Health & Fitness,2,2022-10-15,user_03324
328,StudyBot,Education,5,2022-11-10,user_03184
329,MoneyTrack,Finance,4,2022-10-01,user_04836
330,FlightAlert,Travel,5,2022-03-16,user_04417
331,FlightAlert,Travel,4,2022-08-15,user_03500
332,VoiceLink,Communication,5,2022-07-14,user_01328
333,CartQuick,Shopping,1,2022-02-13,user_00765
334,HotelFind,Travel,5,2022-07-12,user_04059
335,SnapFeed,Social,1,2022-06-17,user_04496
336,HotelFind,Travel,3,2022-06-07,user_04983
337,StudyBot,Education,3,2022-04-24,user_06135
338,BudgetPal,Finance,3,2022-07-15,user_01569
339,MusicBox,Entertainment,2,2022-03-09,user_01027
340,TripBuilder,Travel,2,2022-01-28,user_01867
341,StudyBot,Education,4,2022-01-04,user_03381
342,PriceAlert,Shopping,3,2022-08-16,user_02196
343,StreamNow,Entertainment,2,2022-12-27,user_02430
344,FileMaster,Tools,1,2022-04-10,user_05660
345,SnapFeed,Social,4,2022-11-21,user_02618
346,FlightAlert,Travel,1,2022-03-27,user_06273
347,QuickScan,Tools,4,2022-04-02,user_04539
348,NoteSync,Productivity,2,2022-08-11,user_03130
349,HotelFind,Travel,5,2022-09-30,user_04421
350,Chatterbox,Social,5,2022-05-02,user_06707
351,FileMaster,Tools,1,2022-12-06,user_00550
352,TripBuilder,Travel,3,2022-12-23,user_07990
353,TripBuilder,Travel,3,2022-06-13,user_07278
354,FocusMate,Productivity,5,2022-03-13,user_07028
355,PriceAlert,Shopping,1,2022-04-20,user_04984
356,StepCounter,Health & Fitness,4,2022-09-14,user_04201
357,BudgetPal,Finance,3,2022-10-29,user_00770
358,HotelFind,Travel,4,2022-08-23,user_06702
359,DealFinder,Shopping,5,2022-10-21,user_06775
360,HotelFind,Travel,4,2022-02-26,user_06295
361,FocusMate,Productivity,5,2022-09-15,user_01136
362,DealFinder,Shopping,3,2022-01-09,user_07633
363,BudgetPal,Finance,4,2022-07-07,user_07405
364,StudyBot,Education,2,2022-11-30,user_02469
365,MusicBox,Entertainment,3,2022-02-10,user_02341
366,FlightAlert,Travel,4,2022-06-11,user_01073
367,SnapFeed,Social,5,2022-04-16,user_06511
368,TaskFlow,Productivity,3,2022-05-17,user_07646
369,TaskFlow,Productivity,1,2022-04-13,user_01821
370,MoneyTrack,Finance,1,2022-10-10,user_03477
371,StepCounter,Health & Fitness,5,2022-12-24,user_01009
372,TripBuilder,Travel,5,2022-04-19,user_05471
373,QuickScan,Tools,1,2022-11-11,user_04005
374,HotelFind,Travel,4,2022-07-25,user_04374
375,StepCounter,Health & Fitness,1,2022-04-03,user_01233
376,Chatterbox,Social,1,2022-05-20,user_02079
377,HotelFind,Travel,5,2022-04-19,user_07577
378,FitLogger,Health & Fitness,1,2022-09-26,user_02663
379,QuizMaster,Education,4,2022-04-18,user_05087
380,NoteSync,Productivity,4,2022-09-30,user_05284
381,BudgetPal,Finance,2,2022-09-25,user_06378
382,GameHub,Entertainment,4,2022-09-27,user_07455
383,FocusMate,Productivity,4,2022-03-30,user_00571
384,TaskFlow,Productivity,5,2022-10-21,user_04942
385,BudgetPal,Finance,5,2022-04-10,user_04050
386,CleanUp Pro,Tools,3,2022-03-11,user_07882
387,MealPlan,Health & Fitness,2,2022-03-11,user_06382
388,BudgetPal,Finance,4,2022-06-25,user_02782
389,FlightAlert,Travel,3,2022-09-15,user_02707
390,VoiceLink,Communication,3,2022-08-13,user_04726
391,MealPlan,Health & Fitness,5,2022-03-20,user_02433
392,Chatterbox,Social,5,2022-08-29,user_05583
393,TaskFlow,Productivity,1,2022-06-02,user_05035
394,FocusMate,Productivity,3,2022-09-12,user_07159
395,Circlez,Social,4,2022-03-13,user_01023
396,StreamNow,Entertainment,1,2022-03-02,user_07530
397,TaskFlow,Productivity,2,2022-08-12,user_06366
398,CryptoWatch,Finance,1,2022-11-26,user_01506
399,CartQuick,Shopping,4,2022-06-30,user_01944
400,StepCounter,Health & Fitness,5,2022-11-16,user_01315
401,QuickScan,Tools,3,2022-01-03,user_05123
402,MealPlan,Health & Fitness,2,2022-10-09,user_01128
403,CryptoWatch,Finance,2,2022-11-14,user_03548
404,StreamNow,Entertainment,3,2022-04-24,user_02447
405,FocusMate,Productivity,5,2022-08-21,user_00032
406,VoiceLink,Communication,4,2022-06-09,user_07243
407,QuizMaster,Education,4,2022-12-23,user_05618
408,FitLogger,Health & Fitness,5,2022-09-04,user_01028
409,QuizMaster,Education,1,2022-03-17,user_01728
410,NoteSync,Productivity,4,2022-01-27,user_00536
411,Chatterbox,Social,5,2022-09-30,user_02788
412,StepCounter,Health & Fitness,5,2022-06-07,user_02674
413,CartQuick,Shopping,4,2022-12-14,user_04134
414,CartQuick,Shopping,2,2022-02-25,user_05559
415,PriceAlert,Shopping,5,2022-04-04,user_05261
416,StreamNow,Entertainment,4,2022-12-13,user_05166
417,NoteSync,Productivity,3,2022-09-06,user_02555
418,MusicBox,Entertainment,5,2022-08-28,user_05601
419,QuickScan,Tools,5,2022-07-05,user_02966
420,FitLogger,Health & Fitness,1,2022-03-17,user_07360
421,QuickScan,Tools,3,2022-04-08,user_06374
422,TaskFlow,Productivity,5,2022-04-17,user_02601
423,StepCounter,Health & Fitness,2,2022-10-29,user_03400
424,FitLogger,Health & Fitness,4,2022-06-17,user_00969
425,TripBuilder,Travel,1,2022-04-16,user_05242
426,MessengerX,Communication,5,2022-12-17,user_05817
427,MoneyTrack,Finance,4,2022-06-22,user_04097
428,TripBuilder,Travel,2,2022-08-25,user_01946
429,VoiceLink,Communication,2,2022-06-01,user_01431
430,StepCounter,Health & Fitness,5,2022-11-27,user_01605
431,TaskFlow,Productivity,3,2022-03-22,user_03245
432,SnapFeed,Social,4,2022-07-29,user_01537
433,CryptoWatch,Finance,3,2022-04-08,user_02420
434,PriceAlert,Shopping,3,2022-03-24,user_06347
435,FileMaster,Tools,3,2022-03-24,user_02298
436,TripBuilder,Travel,2,2022-07-31,user_01911
437,FocusMate,Productivity,2,2022-10-08,user_06748
438,GroupChat,Communication,2,2022-12-15,user_02263
439,QuickScan,Tools,4,2022-04-11,user_00016
440,TripBuilder,Travel,3,2022-01-06,user_02237
441,MealPlan,Health & Fitness,4,2022-07-29,user_02760
442,FileMaster,Tools,5,2022-01-26,user_05130
443,TripBuilder,Travel,4,2022-07-21,user_07712
444,QuizMaster,Education,4,2022-10-15,user_06693
445,BudgetPal,Finance,3,2022-04-02,user_03445
446,GameHub,Entertainment,4,2022-05-19,user_01901
447,TripBuilder,Travel,3,2022-07-26,user_07450
448,DealFinder,Shopping,4,2022-08-19,user_05480
449,VoiceLink,Communication,1,2022-04-26,user_04154
450,MessengerX,Communication,1,2022-12-21,user_05306
451,HotelFind,Travel,5,2022-01-30,user_03566
452,FileMaster,Tools,3,2022-10-01,user_04036
453,Chatterbox,Social,1,2022-12-15,user_07178
454,QuickScan,Tools,3,2022-12-22,user_02802
455,CryptoWatch,Finance,5,2022-06-09,user_05955
456,CartQuick,Shopping,3,2022-07-17,user_04507
457,NoteSync,Productivity,5,2022-07-09,user_00604
458,GameHub,Entertainment,1,2022-06-21,user_07602
459,TripBuilder,Travel,3,2022-08-31,user_04329
460,PriceAlert,Shopping,3,2022-01-04,user_02160
461,QuizMaster,Education,2,2022-11-07,user_03727
462,GroupChat,Communication,4,2022-09-16,user_07870
463,FitLogger,Health & Fitness,4,2022-02-02,user_05319
464,FocusMate,Productivity,3,2022-01-04,user_01238
465,FitLogger,Health & Fitness,1,2022-12-09,user_02634
466,QuizMaster,Education,2,2022-02-26,user_04006
467,CryptoWatch,Finance,4,2022-06-25,user_06985
468,FileMaster,Tools,4,2022-10-29,user_03866
469,CartQuick,Shopping,4,2022-06-21,user_01476
470,QuickScan,Tools,2,2022-10-09,user_03083
471,CartQuick,Shopping,5,2022-07-27,user_04648
472,MoneyTrack,Finance,2,2022-04-12,user_03230
473,HotelFind,Travel,4,2022-03-10,user_02638
474,CryptoWatch,Finance,4,2022-06-04,user_00383
475,QuizMaster,Education,3,2022-01-14,user_04846
476,QuickScan,Tools,5,2022-11-16,user_06181
477,MealPlan,Health & Fitness,5,2022-09-05,user_03317
478,StepCounter,Health & Fitness,4,2022-05-07,user_04291
479,StreamNow,Entertainment,2,2022-08-23,user_01679
480,BudgetPal,Finance,4,2022-12-01,user_04782
481,SnapFeed,Social,4,2022-01-30,user_07763
482,NoteSync,Productivity,4,2022-12-19,user_06983
483,CartQuick,Shopping,5,2022-08-15,user_03704
484,FitLogger,Health & Fitness,3,2022-04-16,user_07458
485,DealFinder,Shopping,1,2022-04-06,user_03158
486,TripBuilder,Travel,5,2022-01-20,user_01737
487,CryptoWatch,Finance,5,2022-02-22,user_02842
488,TripBuilder,Travel,5,2022-08-14,user_01722
489,PriceAlert,Shopping,2,2022-09-09,user_01290
490,StreamNow,Entertainment,5,2022-11-14,user_00927
491,MealPlan,Health & Fitness,5,2022-08-04,user_03723
492,GameHub,Entertainment,4,2022-08-25,user_01979
493,CleanUp Pro,Tools,1,2022-06-25,user_05188
494,CryptoWatch,Finance,4,2022-10-05,user_06198
495,NoteSync,Productivity,4,2022-04-10,user_05988
496,StudyBot,Education,4,2022-09-29,user_02253
497,FitLogger,Health & Fitness,4,2022-07-21,user_02331
498,GroupChat,Communication,5,2022-07-20,user_00069
499,Chatterbox,Social,3,2022-09-14,user_04670
500,GroupChat,Communication,4,2022-07-17,user_04756
501,GroupChat,Communication,5,2022-11-02,user_01762
502,GroupChat,Communication,5,2022-02-24,user_07294
503,StepCounter,Health & Fitness,1,2022-10-19,user_04515
504,LearnFast,Education,2,2022-02-18,user_04722
505,StreamNow,Entertainment,5,2022-08-05,user_00280
506,MusicBox,Entertainment,2,2022-04-15,user_01154
507,StreamNow,Entertainment,2,2022-07-29,user_05893
508,StreamNow,Entertainment,3,2022-04-17,user_01500
509,VoiceLink,Communication,4,2022-12-09,user_06887
510,BudgetPal,Finance,3,2022-06-15,user_04560
511,BudgetPal,Finance,5,2022-06-24,user_03234
512,LearnFast,Education,3,2022-04-06,user_03922
513,PriceAlert,Shopping,3,2022-04-28,user_02983
